"Status","Address","ML_Number","Address - City","Listing Date","DOM","Address - ZIP","Listing Price","Orig List Price","Bedrooms","Bathrooms","Square Footage","Year Built","Price_Per_Square_Foot","Lot Size - Sq Ft","Marketing Remarks","IDX","Publish to Internet","Listing Agent Name","Listing Agent Phone 1","Agent Email Address","Listing Office Name","Association","Street Full Address","Address - Street Number","Address - Street Name","Address - Street Suffix","Address - State","Area","District","Selling_Price_Per_Sqft","SP%LP","Status Date","Type","Construction","Zoning"
"A","350 Prague St, San Francisco, CA 94112","508025","San Francisco","10/11/20","9","94112","1199000.00","1199000.00","6","3.50","1903","1944","630.06","2495","Move in Ready! Beautifully Remodeled 6 bedroom + 3.5 bath Home-Steps to McLaren Park!   Recently Remodeled Kitchen and bathroom upstairs with 6 bedrooms and 3.5 bathrooms Stainless Steel appliances, New Dishwasher and Water Filter under sink. Recently new built 3 bedrooms and 2 bedrooms downstairs with Permits, perfect for a family need more space to grow or rent out downstairs for extra income. Blow in insulation for the whole house, New Washer and Dryer in the garage included. Double panel windows Spacious 3 Bonus Rooms down w/ closet and window overlooking yard. Access to fenced rear yard w/ mature shrubs and apple tree. Close to transportation, shopping, schools and parks. Don't miss this opportunity!","Y","1","Fion Yau","415-939-8927","fion.yau@compass.com","Compass","MLS","350 Prague St, San Francisco, CA 94112","350","Prague","St","CA","10030","10","","","10/12/20","2STR","",""
"A","2818 Yorba St, San Francisco, CA 94116","507466","San Francisco","10/01/20","0","94116","1249000.00","1249000.00","4","2","1949","1949","640.84","2495","This bright, spacious semi-detached 4 BR,2 Bath Outer Parkside home has been in the same family for over 20 years! Lovingly maintained with expansive living space added with permit on the lower level. Main level features 3 bedrooms,1.25* baths plus dining/living room with fireplace. The kitchen w/ eat-in space has stair access to the yard below. The spacious permitted lower level features a large living/family room, 4th bedroom, 2nd bath and bonus area, offering plenty of room for working & schooling from home or for extra rental income. From the lower level walk directly out to a relaxing covered patio & a deep flat landscaped backyard. Washer/Dryer, 1 car parking plus storage in the garage. Home upgrades include newly refinished hardwood floors, fresh interior paint, new light fixtures, recessed lights & double pane windows. Close to many conveniences and attractions: Lakeshore Plaza, Ocean Beach, Lake Merced, Pine Lake Park, Sunset Super and the SF Zoo *upper 1/4 bath unwarranted)","Y","1","Florence Whitney","415-994-9194","florence.whitney@compass.com","Compass","MLS","2818 Yorba St, San Francisco, CA 94116","2818","Yorba","St","CA","2020","2","","","10/21/20","FULL,SMAT,2STR","WDFR",""
"A","767 Panorama Dr, San Francisco, CA 94131","508013","San Francisco","10/11/20","4","94131","1995000.00","1995000.00","3","2.50","1849","1958","1078.96","4120","Welcome to 767 Panorama Dr -substantially remodeled, bright and airy, 3BD/2.5BA urban oasis. The words brand new & open SFH echoes the essence of this home. Walk into this spacious 2 - level home, enjoy your evenings sitting by a spectacular bay window with a forest view and open plan brand new kitchen! The top floor contains 2BD/1.5BA completely new bathrooms. Head down a lovely staircase to an open media room and a gas marble tile surround fireplace in the background or relax in your backyard patio overlooking the forest which creates a private setting.3rd BR & full bath also located on this level. Completely remodeled down to the studs. This house has new floors, fresh interior & exterior Benjamin Moore painting throughout, all new electrical and all new plumbing, marble tile surround gas fireplace, an added bath, kitchen with brand new appliances, new W/D in garage, the fence is new too! With a back patio on lower level and deck on upper level, it has a perfect indoor-outdoor vibe","Y","1","Heidi I Rossi","415-377-7650","heidi@rossirealestate.com","Compass","MLS","767 Panorama Dr, San Francisco, CA 94131","767","Panorama","Dr","CA","4060","4","","","10/17/20","2STR","",""
"A","3560 Jackson St, San Francisco, CA 94118","508039","San Francisco","10/11/20","10","94118","5995000.00","5995000.00","4","4.50","","","0.00","","Tucked in a private, courtyard setting is an enchanting circa 1939 home with extraordinary Golden Gate Bridge & Bay Views from all three levels. Situated on the desirable Northside with world-renowned vistas, 3560 Jackson Street is truly a rare offering. Suitable for today's work at home needs, find two separate, private, multi-purpose rooms. Host your Zoom calls from the top floor work-at-home space with GG Bridge views as a backdrop, or utilize the space as a generous media / family room / en-suite. The idyllic terrace from this level, overlooking exclusive Jackson Street with south-facing outlooks and natural light, allows private & direct access to light and air. The additional room down can be fostered as a school classroom or optimized as a separate caretaker quarters / guest space. Gracious 4Br / 4Ba + Powder Room and 3-car parking. Incredible location steps to the Presidio Wall Playground, Presidio National Park & quaint shopping & cafes on Sacramento Street & Laurel Village.","Y","1","Dino Zuzic","415-317-4546","dino@dinozuzic.com","Compass","MLS","3560 Jackson St, San Francisco, CA 94118","3560","Jackson","St","CA","7030","7","","","10/11/20","","",""
"A","2727 41st Ave, San Francisco, CA 94116","508047","San Francisco","09/28/20","9","94116","1090000.00","1090000.00","2","1","1012","1947","1077.08","3003","Classic (circa 1947) home nestled in quiet Outer Parkside featuring spacious living room with fireplace, dining area, updated kitchen, original bathroom and hardwood floor, two bedrooms and a bonus room overlooking backyard.  1,012 sf house on a 3,003 sf lot. Garage with tandem 2 car parking and ample space for additional room and bathroom for the creative minds. Walking distance to SF Zoo and Ocean Beach.  Close to Lake Merced, Lakeshore Plaza shopping center and access to Highway 101 & 280.","Y","1","Julia Leung","650-283-2837","julia.leung@compass.com","Compass","MLSL","2727 41st Ave, San Francisco, CA 94116","2727","41st","Ave","CA","2020","2","","","10/12/20","FULL,ATAC,1STR","WDFR",""
"A","44 Cleveland St, San Francisco, CA 94103","508061","San Francisco","10/12/20","9","94103","4500000.00","4500000.00","3","2","7500","1995","600.00","3746","Ground Matrix, Inc, as exclusive advisor, is d to offer residents, business owners and investors the opportunity to purchase the building at 44 Cleveland. The building is turnkey with major renovations completed within the past five years including new roof in 2018. The main structure of 44 Cleveland (approx. 4,750 SQFT) is ideally suited for a single family home, office/light industrial/R&D users while the supplementary retail frontage at 321 7th Street (approx. 2,750) caters to a client-facing user as an ancillary investment.","Y","0","Chris Foley","415-786-4303","jake@groundmatrix.com","Ground Matrix","MLS","44 Cleveland St, San Francisco, CA 94103","44","Cleveland","St","CA","9050","9","","","10/12/20","FULL,2STR","RNFC","OTHR"
"A","423 Oak Ave, San Bruno, CA 94066","507893","San Bruno","10/12/20","9","94066","1075000.00","1075000.00","2","1","1250","1951","860.00","3700","Storybook Charm Galore!  First time ever on market! Custom built by long time family owners. Enter the winding path to a formal entry way. Inside, notice the hardwood floors, large formal living room with fireplace and views to the Bay and beyond. Formal dining room, charming country style kitchen with roomy breakfast area. There is an old fashioned Dutch door leading out the the sunny yard with fruit trees and a play house/she shed/man room /or ?? out building. There are two large light filled bedrooms, and downstairs there is an oversize two car tandem garage. Large storage area under the home with access from the garage. Be so close to schools, beautiful San Bruno City Park, BART, Caltrain and SFO. A perfect new home for you!","Y","0","Brian Boisson","650-871-3603","bboisson@bhhscalreal.com","BHHS California Realty","MLS","423 Oak Ave, San Bruno, CA 94066","423","Oak","Ave","CA","12020","12","","","10/12/20","1STR","",""
"A","17493 Old Monte Rio Rd, Guerneville, CA 95446","508062","Guerneville","09/15/20","9","95446","562000.00","562000.00","3","2","1340","1914","419.40","5920","Rustic Modern Russian River Retreat ~ Tip toe down into a magical world of Redwoods   & Glass when you enter into this stylish 3BR 2BA home showcasing a wide-open Great Room with beautifully BIG picture windows and lush tree-top views. Exceptional split level floor plan is fit for memorable entertaining with discreet spaces and a modern flare.  Private En-Suite quarters with kitchenette and separate entrance make this a deluxe option for peace and quiet or independent family + friends. Tranquil outdoor spaces for dining al fresco or laughter around the fire pit.  Two car off street parking.  On Municipal Sewer and Water.  Close to Town beaches, restaurants, wine tasting and recreation.  This is a picture-perfect opportunity to escape into nature and refresh the soul!","Y","1","John J Genovese","415-407-8796","Connect@MyCityCountry.com","Vanguard Properties","MLS","17493 Old Monte Rio Rd, Guerneville, CA 95446","17493","Old Monte Rio","Rd","CA","15060","15","","","10/12/20","","WDFR",""
"A","1450 Ridge Oaks Rd, Geyserville, CA 95441","507834","Geyserville","02/06/20","9","95441","18900000.00","18900000.00","6","4","6058","1947","3119.84","8465015","The iconic Farrow Ranch represents one of the most distinguished vineyard estate properties in N. CA wine country. 4 separate parcels w/combined acreage of 309, Alexander Valley AVA. Multi-generational property. Premier location in beautiful private valley, 10 min. to town and Hwy 101, Sophisticated single level estate residence 5000 sf, professionally landscaped grounds, resort style amenities, pool & spa, detached guest suite w/bath and pool house with fireplace, tennis court, hiking trails, seasonal creek and recreational pond with entertaining pavilion. Second residence is charming 2-story circa 1880's 3BR/2BA ranch manager's home, 71 premium vineyard acres under contract with esteemed wineries. Type I WA. Tranquil, user friendly topo rolling hills, grazing pastures & flat for hiking, horseback riding. Add'l building sites, romantic ranch barn & wine production facility. A compelling & rare opportunity for discretionary buyer looking for significant ranch 15 min. to Healdsburg.","Y","1","Jessica J Wynne","415-296-2223","jessica@uniqueresidences.com","Sotheby's International Realty","MLS","1450 Ridge Oaks Rd, Geyserville, CA 95441","1450","Ridge Oaks","Rd","CA","15060","15","","","10/12/20","","",""
"A","167 E Hillsdale Blvd, San Mateo, CA 94403","508081","San Mateo","10/12/20","9","94403","1995000.00","2195000.00","5","5","2653","1945","751.98","6000","Sophisticated, Modern & Luxurious Home in San Mateo Village! This highly renovated 2,653 SQFT 5BD/5BA fully detached home has just completed a full transformation from studs with brand new built rear extension of 4 master suites with 10-12 feet high ceilings. This is a smart home w/state of the art voice control & security system! Behind the modern facade, cedar wood fences & automatic parking gate, recessed lightings, 6 solar tubes, skylight bring in plenty of natural light flow thr-out the home's open airy layout. It features beautiful natural white oak hardwood floors, modern fireplace, dramatic chef's dream kitchen is clad w/premium finishes & huge bar island. Easy access to central patio & patios surround the house for relaxation. 5 zones AC & heating system, sound system & security cameras through out. Convenient prime location, minutes from Hillsdale Shopping Center, Whole Food, Tesla Super Charging Station, Cal-Train, and easy access to HWY 101. Must see this exceptional home!","Y","1","Patrick Lam","415-710-3704","patricksold@gmail.com","Century 21 Real Estate Alliance","MLSL","167 E Hillsdale Blvd, San Mateo, CA 94403","167","Hillsdale","Blvd","CA","13100","13","","","10/12/20","DETC","",""
"A","80 Jennings, San Francisco, CA 94124","508089","San Francisco","10/12/20","9","94124","808888.00","808888.00","3","2","","1995","0.00","","Very nice upper unit (building has 2 units). Nicely and exquisitely remodeled, vacant. 3 bedrooms 2 baths with nice views. Deck and 2 car tandem garage plus storage. Escrow opened with Fidelity National Title Burlingame . Editha Dionisio. There bis a 2 car garage tandem. Great location, nice building. THIS IS A CONDOMINIUM!!!!","Y","1","Roger Perez","415-730-7821","rogerperezrealtor@gmail.com","Better Homes and Gardens Real Estate JFF","MLSL","80 Jennings, San Francisco, CA 94124","80","Jennings","","CA","10100","10","","","10/12/20","JR,ATAC,3STR","WDFR","RH2"
"A","1108 Vallejo Ave, Novato, CA 94945-2417","508079","Novato","10/12/20","9","94945","539000.00","549000.00","1","1","650","1938","829.23","3050","Good things come in small packages! Adorable 1 bd, 1 ba cottage right in the heart of old town Novato, make this property a two bedroom plus with an addition or a garage conversion. Just 1 block from the main street, with many restaurants, shops, and boutiques. This is the least expensive home currently on the market in Marin, close to the Smart Train depot and easy access to 101. Amazing orchard provides peaches, apples, lemons, avocados, pomegranates, asparagus, almonds, cherries, etc. for safe and healthy meals. Enclosed by new fencing and a 6' secure see-through wire fence along the front of the house. Detached 1 car garage and a dog run add to the features of the very comfortable and functional design of this well maintained home. Zoned commercial, this home offers many opportunities- small business, VRBO, 2nd get-away home, or just retire in the quiet, peaceful setting of friendly Novato.","Y","0","Milan Juarez-Barich","707-481-1447","milan@wrealestate.net","W Real Estate","BARI","1108 Vallejo Ave, Novato, CA 94945-2417","1108","Vallejo","Ave","CA","14060","14","","","10/12/20","1STR","",""
"A","2230 27th Ave, San Francisco, CA 94116","507976","San Francisco","10/10/20","9","94116","1448000.00","1448000.00","2","1.50","1775","1933","815.77","2996","This beautiful home built in 1933 has 3 bedrooms, 2 baths with 1,755+/-sq.ft. of living space. The home has been freshly painted and the floors have been refinished. The vintage touches of the home are present throughout. Central patio, Crown molding, arched doorways, and a beautiful wood-burning fireplace in the living room. The home has a 2+car tandem garage with plenty of storage.  Large room and 1/2 bath downstairs. Private back yard for relaxing and entertaining. Located in the coveted Parkside neighborhood in the Sunset District of San Francisco this home is close to parks, schools, and easy access to downtown.","Y","1","Glen Mitchell","650-260-4536","mitchellinvestmentsandrealty@gmail.com","KW Peninsula Estates","MLSL","2230 27th Ave, San Francisco, CA 94116","2230","27th","Ave","CA","2040","2","","","10/12/20","DETC,2STR","",""
"A","3287 Folsom St, San Francisco, CA 94110","508075","San Francisco","10/12/20","9","94110","2395000.00","2395000.00","3","3","","1925","0.00","2874","A special opportunity to live in one of the best blocks in Bernal with unbelievable space and views. This 3 bedroom, 3 bathroom, 3 level home on the north slope of Bernal Heights is filled with period charm. The kitchen is attached to a formal dining room. The living room features a wood burning fireplace. Two decks provide spectacular views of the skyline and the City's rolling hills. A spacious office/den area overlooks the large backyard featuring a new lawn, patio, outdoor dining area, and a small landscaped fruit tree orchard. Additionally, there is a large laundry room, multiple storage areas and solar panels. Located on an ideal treelined block with access to two of the City's coveted outdoor recreation areas. At the top of the block is the entrance to Bernal Park with views spanning from the Golden Gate Bridge to the Bay Bridge; at the bottom of the block lies Precita Park with a children's playground, butterfly garden, and open lawn that hosts art festivals and movie nights.","Y","1","Justin Goldberg","415-533-9202","justin.goldberg@compass.com","Compass","MLS","3287 Folsom St, San Francisco, CA 94110","3287","Folsom","St","CA","9010","9","","","10/12/20","3STR","WDFR",""
"A","489-A 30th St, San Francisco, CA 94131","508106","San Francisco","10/12/20","9","94131","2999888.00","2999888.00","3","3","2060","2020","1456.26","2474","BRAND NEW construction! 2 SEPARATE Family Homes Upper and lower units. SOLD INDIVIDUALLY or TOGETHER. PRIME NOE VALLEY location. Completely REBUILT from studs, reinforced foundation, to create a two family home with two parking spaces, new exterior materials, windows and doors throughout the entire building, Seismic upgrade to building. All new Thermador appliances! Glass railings throughout interior and exterior. Engineered hardwood flooring. Sit outs at every level of building! *Upper Family Home: Contemporary 2 level home $2.99M. 3BD 3BA, 2060 sqft,  large gorgeous great room going out to tiled balcony, with glass railings, very bright, large bedrooms, large bathrooms, bright chef's kitchen, master suite with views and balcony, luxury ONE OF A KIND roof terrace, AMAZING views!!","Y","1","Karishma Chandani","408-391-8266","karishmaanthem@gmail.com","Anthem Realty","MLSL","489-A 30th St, San Francisco, CA 94131","489","30th","St","CA","5030","5","","","10/12/20","DETC,2STR","WDFR,STLF,RNFC",""
"A","2627 16th Ave, San Francisco, CA 94116","507830","San Francisco","10/12/20","5","94116","1495000.00","1495000.00","3","1.50","1600","1941","934.38","2996","Fantastic opportunity to own an Inner Parkside home within a few short blocks to West Portal Village or Taraval shops, restaurants and transportation. Offering 3 full bedrooms on one level with a contemporay kitchen with breakfast room and center patio. The parquet floors are radiant in the formal living and dining rooms with bright outlooks to the tree lined street from the front or Northwestern views of St. Cecilia church from the rear. There is a charming large rear yard with access from the garage and a full basement from front to back of house with fantastic expansion potential to build additional living space to this lovely property.","Y","1","Sandy Gandolfo","415-706-5633","sandyg@realestatesf.com","BarbCo","MLS","2627 16th Ave, San Francisco, CA 94116","2627","16th","Ave","CA","2070","2","","","10/16/20","1STR","WDFR","RH1"
"A","489 30th St, San Francisco, CA 94131","508107","San Francisco","10/12/20","9","94131","2499888.00","2499888.00","3","2","2070","2020","1207.68","2474","BRAND NEW construction! 2 SEPARATE Family Homes Upper and lower units. SOLD INDIVIDUALLY or TOGETHER. PRIME NOE VALLEY location. Completely REBUILT from studs, reinforced foundation, to create a two family home with two parking spaces, new exterior materials, windows and doors throughout the entire building, Seismic upgrade to building. All new Thermador appliances! Glass railings throughout interior and exterior. Sit outs at every level of building! *Lower Family Home: $2.499M. Contemporary 2 level home 3BR/2BA + Office, in prime Noe Valley location, close to amenities, very bright, large bedrooms, large bathrooms, bright chef's kitchen, Thermador appliances, engineered hardwood floors, recess lighting, master suite with large patio. 1 car garage parking. Gorgeous great room! Deck overlooking back patio below. Split A/C + Heat = energy efficient, every room has it's own A/C+ Heat control. Glass railings/balconies throughout interior/exterior. Upper SFH ($2.99M) sold separately.","Y","1","Karishma Chandani","408-391-8266","karishmaanthem@gmail.com","Anthem Realty","MLSL","489 30th St, San Francisco, CA 94131","489","30th","St","CA","5030","5","","","10/12/20","DETC,2STR","WDFR,STLF,RNFC",""
"A","518 Mangels Ave, San Francisco, CA 94127","508076","San Francisco","10/12/20","6","94127","1299000.00","1299000.00","2","1","1360","1925","955.15","2500","Lovely home in Sunnyside District.Enter into a bright and light living room and dining area with southeasterly views. Hardwood floors, traditional fireplace and loads of natural light are a perfect welcome home when you enter 518 Mangels.This home is detached on three sides so the flow of light continues as you enter into the newly redone kitchen and eating area. Two bedrooms and a full bath on main floor. Side door off kitchen as well as french doors off back bedroom and leads to tranquil mature backyard garden. Downstairs in basement is a fully warranted extra room/home office. Washer,Dryer, and loads of storage. The home is located in a neighborhood that makes living in San Francisco a true delight. Transportation,shopping, weather, and views are all right there for your enjoyment. Location,lifestyle,and light await you at 518 Mangels.","Y","1","Cathy M Scharetg","415-385-3975","cscharetg@intero.com","Intero Real Estate Services","MLS","518 Mangels Ave, San Francisco, CA 94127","518","Mangels","Ave","CA","4150","4","","","10/15/20","","",""
"A","417 27th St, San Francisco, CA 94131","508131","San Francisco","10/12/20","8","94131","2595000.00","2595000.00","4","2.50","2057","2194","1261.55","2278","Noe Valley 2 story home with 4 bedrooms and 2  baths. Upper floor has living room, dining room, bedroom  bathroom and great room/kitchen with deck and stairs going to back yard. Downstairs is one master suite with deck leading to back yard, two bedrooms and one bath and garage for one car. The washer and dryer are located in garage area. One car parking also in driveway. See 3D Tour and Floor plan for more info.","Y","1","R. Lee Patterson","415-823-3781","rlee1948@aol.com","Corcoran Global Living","MLS","417 27th St, San Francisco, CA 94131","417","27th","St","CA","5030","5","","","10/13/20","2STR","WDFR","RH2"
"A","203 Wayland St, San Francisco, CA 94134","508043","San Francisco","10/13/20","8","94134","950000.00","950000.00","4","2","1785","1900","532.21","2996","Put your creative touch on this affordable detached home with 3BR/1BA on the main level and 1BR/1BA remodeled in-law downstairs with a separate entrance. Other features include a one-car garage, low maintenance backyard, and a storage shack in the back. One block from San Bruno Ave, close to shops and transportation. Hurry, won't last!","Y","1","John M Lee","415-447-6231","john.lee@compass.com","Compass","MLS","203 Wayland St, San Francisco, CA 94134","203","Wayland","St","CA","10060","10","","","10/13/20","DETC,FIXR","WDFR","RH2"
"A","1093 San Bruno, Brisbane, CA 94005","508142","Brisbane","10/13/20","8","94005","2080000.00","2080000.00","4","3.50","3400","2020","611.76","19000","Brand new luxury with Breathtaking Waterfront View. 3,400 living sqft home nested on a 19,000 sqft lot. 4 spacious bedrooms, 3.5 baths (2 master suites), 10 feet ceiling height on the top floor. Waterfront unobstructed view from all levels. Gourmet open kitchen with high-end Thermador appliances and quartz counter top. Napoleon luxury 2 sides fireplace. Beautiful hardwood floor throughout. Large sliding glass doors take you out to the 600 sqft deck around the house. Bedrooms with walk-in closets. Solar system installed. Modern glass garage door. Plenty of outdoor space for party and entertainment. Short drive to SF, Oyster Point & SFO Airport. Easy access to highway 101 and 280. High ranked public schools.","Y","0","Wendy W Chen","415-699-9500","wchen1327@yahoo.com","First National Realty","MLS","1093 San Bruno, Brisbane, CA 94005","1093","San Bruno","","CA","11150","11","","","10/13/20","DETC,2STR","WDFR",""
"A","290 Holyoke St, San Francisco, CA 94134-1440","506817","San Francisco","09/24/20","8","94134","1200000.00","1200000.00","3","2.50","1652","1952","726.39","2016","Mid Century. Corner location. Detached on 3 sides. Light filled, spacious rooms. Living room with wood burning fireplace. Formal dining room with corner windows and view of downtown skyline (Sales Force,  Pyramid, B of A). Renovated gas kitchen:  stone counters, custom cabinets,  breakfast area,  tile floors. Two spacious bedrooms. Updated bath-tub with tile surround, stall shower, skylight, tile floors, custom vanity and mirror. Period details include hardwood floors, molding and trim. Skylights in hallway and stairs to lower level. Separate entrance to downstairs social room, bathroom and bar which were added with permits in 1989-kitchen added without permits. Huge 2 car side by side garage with work bench, laundry hookups and 1/2 bath. Concrete garden patio with lemon tree. New interior and exterior paint. Updated systems: heat, electric, plumbing. Double pane windows.","Y","1","Steven D Zakula","415-308-9567","steve.zakula@compass.com","Compass","MLS","290 Holyoke St, San Francisco, CA 94134-1440","290","Holyoke","St","CA","10060","10","","","10/13/20","FULL,SMAT,2STR","WDFR",""
"A","39 Skyline Dr, Daly City, CA 94015","508152","Daly City","10/12/20","9","94015","1150000.00","1150000.00","3","1","1438","1956","799.72","3162","Situated prominently in Westlake Pallisades.  This impressive beauty is distinguished by its extensive remodel (retrofitted for earthquake), striking views, picture-perfect garden, and space where you can entertain, work from home, and enjoy outdoors. The main level is perfect for a cozy night in with its open living room fitted with a wood-burning fireplace, dining & kitchen areas that have views.  Two bedrooms with a remodeled bathroom are completed with hardwood flooring, recessed lighting, and all new features and appliances.    Beyond the stunning interior upstairs, you have a large bedroom overlooking the serene backyard with its own private home office room downstairs.  There is potential for adding a second bathroom and converting the downstairs into a master bedroom.  Furnishings can be included in the sale.  The home is convenient to Westlake Shopping Center, convenience stores, freeways, trails, and the beach.","Y","1","Blanca Perez","","blancaperezrealtor@gmail.com","Better Homes and Gardens Real Estate JFF","MLSL","39 Skyline Dr, Daly City, CA 94015","39","Skyline","Dr","CA","11110","11","","","10/12/20","2STR","",""
"A","25 Cora Ct, Walnut Creek, CA 94597","507611","Walnut Creek","10/13/20","8","94597","995000.00","995000.00","3","2","1552","1910","641.11","7740","Charming single-family home located in Walnut Creek's idyllic Walden neighborhood. This lovely Iron Horse Regional Trailside home sits on a large, flat lot. Move-in ready, the interior of this home is freshly painted and features new carpeting throughout. Indoor/outdoor living at its best with French doors to access the backyard. Enjoy your morning coffee at the breakfast bar or dine in the area off of the kitchen. The master bedroom and bathroom are on the first floor. Two additional bedrooms and a second bath are on the second floor. The upper rear bedroom enjoys a private deck overlooking the landscaped yard. The expansive backyard includes an in-ground pool plus an outdoor kitchen with BBQ and wet bar, perfect for entertaining on warm days! The airconditioned pool house could double as an office. Two additional outbuildings for storage or bonus living space. Mt. Diablo school district. A short stroll to BART, shops, and restaurants. Easy access to 680 for a quick commute.","Y","1","Tim A Brown","415-594-9220","tab@brownsf.com","Keller Williams San Francisco","MLS","25 Cora Ct, Walnut Creek, CA 94597","25","Cora","Ct","CA","18140","18","","","10/13/20","2STR","",""
"A","1812 Castenada Dr, Burlingame, CA 94010","508160","Burlingame","09/13/20","8","94010","2488000.00","2488000.00","3","2","1710","1957","1454.97","6700","This newly updated Mills Estates home is picture perfect w/ new paint inside & out, beautiful hardwood floors in every room, updated windows & glass doors.  Classic & timeless appeal in the living room includes a fireplace & double sliding glass doors to the backyard. The fully remodeled eat-in kitchen features quartz counters, pantry, wet-bar & quality SS appliances including a built-in Thermador gas cooktop w/vent hood, dishwasher, refrigerator, wine fridge, built-in double ovens & built-in microwave. Around the corner, a connecting family room has a built-in desk to work from home & sliding glass doors to the backyard. 3 bedrooms include the master suite retreat; both bathrooms remodeled w/ Carrara marble & mosaics. Private rear yard w/ a large deck, pool & eco-friendly synthetic lawn. The 2 car-garage has been updated w/ Polymer floor coating,  custom built-in storage cabinets & workbench. Easy access to Hwy 280, BART, Caltrain & SFO plus access to excellent Burlingame schools.","Y","1","Alan A Canas","415-298-8940","alan@canasrealty.com","Coldwell Banker Realty","MLS","1812 Castenada Dr, Burlingame, CA 94010","1812","Castenada","Dr","CA","13020","13","","","10/13/20","1STR","",""
"A","350 Day St, San Francisco, CA 94131","508151","San Francisco","10/13/20","8","94131","1195000.00","1195000.00","2","1","918","1900","1301.74","2848","It's not everyday a home like this hits the market. Charming circa 1880's Stick Eastlake Victorian situated on a large level lot. This 2-Bed/1-Bath residence has period details and high ceilings. The lower level is ideal for further expansion and is currently comprised of a 1-car garage, workshop and multiple storage areas. The rear yard is a gardener's paradise and has an abundance of plants and mature trees. Just a half block to Upper Noe Recreation Center and walking distance to the J-Church and Church Street shops and eateries. If location is your biggest consideration, this is the home for you.","Y","1","Tanya S Dzhibrailova","415-531-6779","tanya@propertiesbytanya.com","Corcoran Global Living","MLS","350 Day St, San Francisco, CA 94131","350","Day","St","CA","5030","5","","","10/13/20","1STR","WDFR","RH2"
"A","1396 47th Ave, San Francisco, CA 94122","508163","San Francisco","10/13/20","6","94122","1499000.00","1499000.00","6","3","2723","1953","550.50","2563","Two homes on one lot. Possible room for ADU expansion. Ideally located homes just two blocks from Ocean Beach. Low maintenance corner lot with two garages. Each home has a separate meter, heating system. Both homes are leased with solid financials and stable tenants. Some remodeling in both homes. Recently painted. Combined rents over $6000/monthly. Steps to Ocean Beach and N Judah. Nearby coffee shops include Java Beach Cafe, Andytown Coffee Roasters and Bubble Tea & Dessert Cafe. Neighboring restaurants include Golden Gate, Thanh Long and Thai Cottage.","Y","1","Keith S Rockmael","415-552-9500","keith@resourcerock.com","Corcoran Global Living","MLS","1396 47th Ave, San Francisco, CA 94122","1396","47th","Ave","CA","2030","2","","","10/15/20","","",""
"A","281 N Miner St, Weaverville, CA 96093","508172","Weaverville","10/13/20","8","96093","245000.00","245000.00","3","2","1806","1936","135.66","0.2700","This 3 bedroom , 2 full bathroom of approx 1,806 sf of living space, located on .27 of an acre is now ready for new owners !!! A large living room with a combined dining area , kitchen in the middle of the home and then onto a cozy family room with a slider to the back patio area. Master Bedroom is upstairs and with its own balcony.The 2 guest bedrooms are on the main floor, both rooms are spacious, guest bathroom has been upgraded with much tile work and a jetted tub. A good size 2 car detached garage and a paved driveway, out back is a fun back yard and is fully fenced, also a separate entrance for RV or boat parking. With a few touch ups this will be a great home !!!","N","1","Shannon Aikins","530-524-2479","saikins@copper.net","Big Valley Properties","BERD","281 N Miner St, Weaverville, CA 96093","281","Miner","St","CA","64010","64","","","10/13/20","2STR","WDFR",""
"A","63 Carmel St, San Francisco, CA 94117","508174","San Francisco","10/12/20","8","94117","8900000.00","8900000.00","4","4.50","4590","1922","1939.00","3323","Amazing opportunity for a build to suit custom property that is fully entitled. Property may be delivered complete in as soon as 14 mos from COE. This stunning home is designed by San Francisco's preeminent developer Troon Pacific and architecture firm OPA at a sophisticated level for discerning property owners. Build the perfect home as designed, or customize the property with health and wellness options. A full team is ready to move forward saving time and money bidding this project. This unique opportunity has rarely been seen in San Francisco!","Y","1","Kevin L Kropp","415-606-1415","kevin@vanguardsf.com","Vanguard Properties","MLS","63 Carmel St, San Francisco, CA 94117","63","Carmel","St","CA","5050","5","","","10/13/20","","","RH2"
"A","2836 36th Ave, San Francisco, CA 94116-2821","508187","San Francisco","10/13/20","7","94116","1280000.00","1280000.00","2","1","1425","1940","898.25","2374","Pride of ownership in Pinelake park district.  Beautifully maintained, full five, center patio house. nice foyer leads you into an elegant & light filled living room with fire place.  Formal dining room, center patio and kitchen with newer update.  hallway leads you into a bathroom with tub and stall shower.  Two good sized bedrooms complete the main level.  There is a huge bedroom and a bath with tub and shower downstairs. Fresh coat of paint in and out! There is a nice, low-maintenance yard with flowers around the three edges, pretty and nice!.","Y","1","Un Cha Stankowicz","415-812-3513","uncha.yi@gmail.com","Good Earth Properties","MLS","2836 36th Ave, San Francisco, CA 94116-2821","2836","36th","Ave","CA","3030","3","","","10/14/20","FULL,ATAC","WDFR","RH1"
"A","286 Talbert St, San Francisco, CA 94134","508191","San Francisco","10/13/20","8","94134","759000.00","759000.00","2","1","1177","1941","644.86","2500","Located in a cul-de-sac. The property needs work. 2 bed 1 bath at the main level. Good ceiling height in the garage level for expansion. Close to Bayshore public transportation to downtown. Renovate it to the way you like to turn it into your dream home! Also a great opportunity for contractors and developers.","Y","1","Ivan Leung","415-810-1771","ivanleungsf@gmail.com","Compass","MLS","286 Talbert St, San Francisco, CA 94134","286","Talbert","St","CA","10050","10","","","10/13/20","FIXR","",""
